office,num,case_year,cat,addr,load_addr,dong,bunji,detail_dong,detail_ho,floor,brand,build_area,land_area,price,lowest,hammer,date,year,month,day,status,low_per,ham_per,comment
서울동부2계,2020-1961,2020,아파트,"서울특별시 성동구 행당동 377, 103동 17층1702호 (행당동,서울숲더샵)",,서울특별시 성동구 행당동,377,103동,1702호,17.0,서울숲더샵,92.08,,1420000000,1420000000,1500000000.0,2021-02-01,2021,2,1,매각,100,106.0,
서울동부2계,2020-50444,2020,아파트,"서울특별시 광진구 중곡동 681, 101동 24층2402호 (중곡동,성원아파트)",,서울특별시 광진구 중곡동,681,101동,2402호,24.0,성원아파트,59.82,20.5,385000000,385000000,491999990.0,2021-02-01,2021,2,1,매각,100,128.0,
서울동부2계,2020-52822,2020,아파트,"서울특별시 송파구 방이동 157, 102동 2층201호 (방이동,방이금호어울림)",,서울특별시 송파구 방이동,157,102동,201호,2.0,방이금어울림,84.3,34.843,844000000,844000000,1085550000.0,2021-02-01,2021,2,1,매각,100,129.0,
서울남부5계,2020-106876,2020,아파트,"서울특별시 영등포구 대림동 695, 제201동 제14층 제1403호",,서울특별시 영등포구 대림동,695,제201동,1403호,14.0,695제제,79.91,31.82,573000000,573000000,631000000.0,2021-01-27,2021,1,27,매각,100,110.0,
서울남부10계,2020-103716,2020,아파트,"서울특별시 강서구 화곡동 343-35, 4층 402호 (화곡동,성재센트리움아파트)",,서울특별시 강서구 화곡동,343-35,0,402호,4.0,성재센트리움아파트,30.69,11.0312,170000000,108800000,164950000.0,2021-01-26,2021,1,26,매각,64,97.0,"대항력있는임차인,선순위임차권"
서울남부10계,2020-106159,2020,아파트,"서울특별시 강서구 화곡동 938-26, 8층801호 (화곡동,한경빌)",,서울특별시 강서구 화곡동,938-26,0,801호,8.0,한경빌,15.55,4.58,94000000,75200000,76200000.0,2021-01-26,2021,1,26,매각,80,81.0,대항력있는임차인
서울북부9계,2018-100151,2018,아파트,"서울특별시 성북구 석관동 10, 107동 17층1703호 (석관동,두산아파트)",,서울특별시 성북구 석관동,10,107동,1703호,17.0,두산아파트,84.9,34.95,474000000,474000000,839900000.0,2021-01-25,2021,1,25,매각,100,177.0,대항력있는임차인
서울동부4계,2019-5530,2019,아파트,"서울특별시 송파구 잠실동 22, 263동 27층2701호 (잠실동,리센츠)",,서울특별시 송파구 잠실동,22,263동,2701호,27.0,리센츠,62.11,29.32,1250000000,409600000,570000100.0,2021-01-25,2021,1,25,매각,33,46.0,토지및건물 지분매각
서울동부4계,2019-6045,2019,아파트,"서울특별시 송파구 마천동 20, 102동 2층208호 (마천동,신동아아파트)",,서울특별시 송파구 마천동,20,102동,208호,2.0,20마천동아아파트,59.88,25.54,465000000,465000000,605899990.0,2021-01-25,2021,1,25,매각,100,130.0,
서울북부5계,2020-582,2020,아파트,"서울특별시 동대문구 청량리동 235-11, 2동 3층305호 (청량리동,미주아파트)",,서울특별시 동대문구 청량리동,235-11,2동,305호,3.0,미주아파트,101.62,44.89,980000000,980000000,1153300000.0,2021-01-25,2021,1,25,매각,100,118.0,"공유물분할경매,대항력있는임차인"
서울북부5계,2020-2472,2020,아파트,"서울특별시 성북구 하월곡동 46-73, 34층101-3401호 (하월곡동,코업스타클래스)",,서울특별시 성북구 하월곡동,46-73,0,101-3401호,34.0,코업스타클래스,170.45,36.86,1200000000,1200000000,1355000000.0,2021-01-25,2021,1,25,매각,100,113.0,법정지상권
서울북부8계,2020-100659,2020,아파트,"서울특별시 동대문구 장안동 363-11, 2층201호 (장안동,정암아파트)",,서울특별시 동대문구 장안동,363-11,0,201호,2.0,정암아파트,42.48,24.689,208000000,133120000,170400000.0,2021-01-25,2021,1,25,매각,64,82.0,지분매각
서울북부9계,2020-103078,2020,아파트,"서울특별시 강북구 미아동 1353, 130동 9층901호 (미아동,에스케이북한산시티아파트)",,서울특별시 강북구 미아동,1353,130동,901호,9.0,에스케이북한산시티아파트,59.98,26.72,510000000,510000000,619900000.0,2021-01-25,2021,1,25,매각,100,122.0,임금채권
서울남부11계,2019-105983,2019,아파트,"서울특별시 구로구 구로동 106-2, 20층2002호 (구로동,대림역포스큐)",,서울특별시 구로구 구로동,106-2,0,2002호,20.0,대림역포스큐,14.579,2.281,126000000,80640000,110970000.0,2021-01-20,2021,1,20,매각,64,88.0,
서울남부11계,2020-100410,2020,아파트,"서울특별시 금천구 가산동 141-2, 16층 1613호 (가산동,가산양우내안애애플)",,서울특별시 금천구 가산동,141-2,0,1613호,16.0,가산양우내안애애플,12.04,2.89,121000000,96800000,112000000.0,2021-01-20,2021,1,20,매각,80,93.0,대항력있는임차인
서울남부11계,2020-100519,2020,아파트,"서울특별시 영등포구 영등포동2가 94-314, 7층 702호 (영등포동2가,두리하임)",,서울특별시 영등포구 영등포동2가,94-314,0,702호,7.0,두리하임,27.18,9.995,227000000,181600000,215000000.0,2021-01-20,2021,1,20,매각,80,95.0,대항력있는임차인
서울남부11계,2020-103471,2020,아파트,"서울특별시 구로구 개봉동 470, 106동 13층 1302호 (개봉동,삼환아파트)",,서울특별시 구로구 개봉동,470,106동,1302호,13.0,삼환아파트,114.48,34.08,560000000,560000000,681110000.0,2021-01-20,2021,1,20,매각,100,122.0,
서울남부11계,2020-103877,2020,아파트,"서울특별시 영등포구 영등포동1가 75-4, 10층1006호 (영등포동1가,메트로가든)",,서울특별시 영등포구 영등포동1가,75-4,0,1006호,10.0,메트로가든,12.4,4.9910000000000005,143000000,114400000,122000000.0,2021-01-20,2021,1,20,매각,80,85.0,"대항력있는임차인,선순위가등기"
서울남부11계,2020-104269,2020,아파트,"서울특별시 영등포구 신길동 4937, 103동 15층 1502호 (신길동,신길뉴타운한화꿈에그린)",,서울특별시 영등포구 신길동,4937,103동,1502호,15.0,신길뉴타운한화꿈에그린,84.5802,47.4423,1010000000,1010000000,1200011000.0,2021-01-20,2021,1,20,매각,100,119.0,
서울서부7계,2020-1796,2020,아파트,"서울특별시 서대문구 연희동 194-30, 3층비316호 (연희동,브라운스톤 연희)",,서울특별시 서대문구 연희동,194-30,0,비316호,3.0,브라운스톤연희,16.01,6.961,182000000,74547000,,2021-01-19,2021,1,19,배당종결,41,,대항력있는임차인
서울동부1계,2020-2483,2020,아파트,"서울특별시 성동구 금호동2가 1217, 105동 12층1201호 (금호동2가,래미안하이리버)",,서울특별시 성동구 금호동2가,1217,105동,1201호,12.0,래미안하이리버,84.98,43.43,1300000000,1300000000,1321500000.0,2021-01-18,2021,1,18,매각,100,102.0,
서울서부5계,2019-5891,2019,아파트,"서울특별시 서대문구 홍은동 277-145, 지하층비01호 (홍은동,교수아파트 에이동)",,서울특별시 서대문구 홍은동,277-145,에이동,비01호,-1.0,교수아파트,100.44,,313000000,200320000,241000000.0,2020-12-15,2020,12,15,매각,64,77.0,
서울서부7계,2019-6061,2019,아파트,"서울특별시 은평구 진관동 84, 227동 3층301호 (진관동,은평뉴타운우물골)",,서울특별시 은평구 진관동,84,227동,301호,3.0,은평뉴타운우물골,101.49,,705000000,705000000,830100000.0,2020-12-15,2020,12,15,매각,100,118.0,대지권미등기
서울서부7계,2019-6061,2019,아파트,"서울특별시 은평구 진관동 132, 424동 13층1302호 (진관동,은평뉴타운폭포동)",,서울특별시 은평구 진관동,132,424동,1302호,13.0,132진관동,101.49,,834000000,834000000,963100000.0,2020-12-15,2020,12,15,매각,100,115.0,대지권미등기
서울서부5계,2020-51050,2020,아파트,"서울특별시 은평구 진관동 84, 226동 2층201호 (진관동,은평뉴타운우물골)",,서울특별시 은평구 진관동,84,226동,201호,2.0,은평뉴타운우물골,134.63,,771000000,771000000,892000000.0,2020-12-15,2020,12,15,매각,100,116.0,
서울서부1계,2019-55421,2019,아파트,"서울특별시 서대문구 홍은동 186-25, 1층102호 (홍은동,서강아파트2차)",,서울특별시 서대문구 홍은동,186-25,0,102호,1.0,서강아파트2차,139.58,57.88,437000000,349600000,459150000.0,2020-12-08,2020,12,8,매각,80,105.0,대항력있는임차인
서울서부1계,2020-51920,2020,아파트,"서울특별시 은평구 구산동 159-10, 103동 5층501호 (구산동,브라운스톤 구산)",,서울특별시 은평구 구산동,159-10,103동,501호,5.0,브라운스톤구산,59.97,32.6,408000000,408000000,541661600.0,2020-12-08,2020,12,8,매각,100,133.0,
서울동부4계,2019-56460,2019,아파트,"서울특별시 광진구 중곡동 292, 101동 3층301호 (중곡동,에스케이아파트)",,서울특별시 광진구 중곡동,292,101동,301호,3.0,에스케이아파트,58.43,18.227999999999998,478000000,478000000,567100000.0,2020-12-07,2020,12,7,매각,100,119.0,대항력있는임차인
서울동부4계,2020-50512,2020,아파트,"서울특별시 강동구 길동 474, 108동 6층502호 (길동,지에스강동자이아파트)",,서울특별시 강동구 길동,474,108동,502호,6.0,474길동자이아파트,126.43,51.111999999999995,1120000000,1120000000,1265500000.0,2020-12-07,2020,12,7,매각,100,113.0,
서울동부4계,2020-52693,2020,아파트,"서울특별시 강동구 성내동 468, 14층1401호 (성내동,현대토파즈)",,서울특별시 강동구 성내동,468,0,1401호,14.0,현대토파즈,187.41,62.37,1220000000,1220000000,1500990000.0,2020-12-07,2020,12,7,매각,100,123.0,
서울중앙7계,2019-8925,2019,아파트,"서울특별시 동작구 상도동 533, 209동 10층1001호 (상도동,힐스테이트상도프레스티지)",,서울특별시 동작구 상도동,533,209동,1001호,10.0,힐스테이트상도프레스티지,59.928000000000004,38.178000000000004,822000000,822000000,1046990000.0,2020-12-03,2020,12,3,매각,100,127.0,
서울남부10계,2019-104393,2019,아파트,"서울특별시 양천구 신월동 987-1, 3동 4층411호 (신월동,신월시영아파트)",,서울특별시 양천구 신월동,987-1,3동,411호,4.0,신월시영아파트,43.2,41.81,300000000,300000000,571230000.0,2020-12-02,2020,12,2,매각,100,190.0,대항력있는임차인
서울남부10계,2020-101123,2020,아파트,"서울특별시 강서구 화곡동 925-5, 6층 602호 (화곡동,풍원팰리스)",,서울특별시 강서구 화곡동,925-5,0,602호,6.0,풍원팰리스,43.8,12.0,260000000,208000000,225000000.0,2020-12-02,2020,12,2,매각,80,87.0,대항력있는임차인
서울남부10계,2020-102805,2020,아파트,"서울특별시 강서구 내발산동 672-15, 1층103호 (내발산동,원다벨라빌아파트)",,서울특별시 강서구 내발산동,672-15,0,103호,1.0,원다벨라빌아파트,84.0152,41.74,505000000,404000000,405000000.0,2020-12-02,2020,12,2,매각,80,80.0,
서울서부3계,2019-1233,2019,아파트,"서울특별시 서대문구 홍은동 281, 7층702호 (홍은동,로하스아파트)",,서울특별시 서대문구 홍은동,281,0,702호,7.0,로하스아파트,65.01,31.68,277000000,277000000,310000000.0,2020-12-01,2020,12,1,매각,100,112.0,대항력있는임차인
서울서부3계,2019-4171,2019,아파트,"서울특별시 은평구 갈현동 539, 101동 3층308호 (갈현동,갈현동한솔아파트)",,서울특별시 은평구 갈현동,539,101동,308호,3.0,539갈현동한솔아파트,84.93,40.88,344000000,344000000,386000000.0,2020-12-01,2020,12,1,매각,100,112.0,
서울중앙21계,2019-8994,2019,아파트,"서울특별시 중구 회현동1가 208, 13층102-1302호 (회현동1가,남산롯데캐슬아이리스)",,서울특별시 중구 회현동1가,208,0,102-1302호,13.0,남산롯데캐슬아이리스,187.44,26.62,1603000000,1282400000,1518100000.0,2020-12-01,2020,12,1,매각,80,95.0,법정지상권
서울서부6계,2019-52743,2019,아파트,"서울특별시 서대문구 연희동 194-30, 2층비213호 (연희동,브라운스톤 연희)",,서울특별시 서대문구 연희동,194-30,0,비213호,2.0,브라운스톤연희,16.95,7.37,192000000,153600000,163000000.0,2020-12-01,2020,12,1,매각,80,85.0,대항력있는임차인
서울서부6계,2019-52743,2019,아파트,"서울특별시 서대문구 연희동 194-30, 3층비306호 (연희동,브라운스톤 연희)",,서울특별시 서대문구 연희동,194-30,0,비306호,3.0,브라운스톤연희,12.03,5.231,136000000,108800000,108800000.0,2020-12-01,2020,12,1,매각,80,80.0,대항력있는임차인
서울서부6계,2020-1093,2020,아파트,"서울특별시 마포구 창전동 449, 102동 14층1402호 (창전동,마포웨스트리버태영데시앙)",,서울특별시 마포구 창전동,449,102동,1402호,14.0,마포웨스트리버태영데시앙,102.7,56.2134,1420000000,1420000000,1582000000.0,2020-12-01,2020,12,1,매각,100,111.0,
서울중앙21계,2020-100759,2020,아파트,"서울특별시 서초구 서초동 1310-26, 201동 4층 404호 (서초동,서초 푸르지오 써밋)",,서울특별시 서초구 서초동,1310-26,201동,404호,4.0,서초푸르지오써밋,52.06,23.19,1240000000,992000000,1182000000.0,2020-12-01,2020,12,1,매각,80,95.0,토지및건물 지분매각
서울동부1계,2020-53351,2020,아파트,"서울특별시 강동구 길동 143-4, 4층403호 (길동,서한베네치아아파트)",,서울특별시 강동구 길동,143-4,0,403호,4.0,서한베네치아아파트,83.86,32.92,505000000,505000000,599900000.0,2020-11-30,2020,11,30,매각,100,119.0,
서울남부3계,2020-2288,2020,아파트,"서울특별시 양천구 신정동 327, 1332동 12층1202호 (신정동,목동신시가지아파트)",,서울특별시 양천구 신정동,327,1332동,1202호,12.0,327신정동신시가지아파트,151.76,113.77,1952000000,1952000000,1970500000.0,2020-11-26,2020,11,26,매각,100,101.0,
서울남부3계,2020-2325,2020,아파트,"서울특별시 구로구 개봉동 492, 101동 14층1401호 (개봉동,개봉푸르지오)",,서울특별시 구로구 개봉동,492,101동,1401호,14.0,개봉푸르지오,119.98,50.5506,793000000,793000000,911000000.0,2020-11-26,2020,11,26,매각,100,115.0,
서울중앙10계,2019-109415,2019,아파트,"서울특별시 강남구 청담동 134-38, 105동 22층 2204호 (청담동,청담자이아파트)",,서울특별시 강남구 청담동,134-38,105동,2204호,22.0,청담자이아파트,89.115,45.0515,3100000000,2480000000,3030300000.0,2020-11-25,2020,11,25,매각,80,98.0,대항력있는임차인
서울중앙10계,2019-110378,2019,아파트,"서울특별시 강남구 일원동 716, 109동 7층 703호 (일원동,목련타운아파트)",,서울특별시 강남구 일원동,716,109동,703호,7.0,목련타운아파트,9.07,3.98,169000000,169000000,170010000.0,2020-11-25,2020,11,25,매각,100,101.0,토지및건물 지분매각
서울남부5계,2020-1124,2020,아파트,"서울특별시 강서구 화곡동 1145, 303동 2층202호 (화곡동,우장산롯데캐슬)",,서울특별시 강서구 화곡동,1145,303동,202호,2.0,우장산롯데캐슬,177.86,87.48,990000000,990000000,1237000000.0,2020-11-25,2020,11,25,매각,100,125.0,
서울남부4계,2020-107,2020,아파트,"서울특별시 구로구 개봉동 270-80, 2동 2층208호",,서울특별시 구로구 개봉동,270-80,2동,208호,2.0,270-80,29.115,21.245,115000000,92000000,105890000.0,2020-11-24,2020,11,24,매각,80,92.0,토지및건물 지분매각
서울남부4계,2020-1438,2020,아파트,"서울특별시 영등포구 신길동 4937, 104동 13층1301호 (신길동,신길뉴타운한화꿈에그린)",,서울특별시 영등포구 신길동,4937,104동,1301호,13.0,신길뉴타운한화꿈에그린,120.6939,67.699,1150000000,1150000000,1265990000.0,2020-11-24,2020,11,24,매각,100,110.0,
서울남부4계,2020-100212,2020,아파트,"서울특별시 구로구 오류동 342, 102동 15층1503호 (오류동,영풍마드레빌아파트)",,서울특별시 구로구 오류동,342,102동,1503호,15.0,영풍마드레빌아파트,84.741,38.760999999999996,541000000,541000000,649743360.0,2020-11-24,2020,11,24,매각,100,120.0,공유물분할경매
서울동부5계,2019-51762,2019,아파트,"서울특별시 송파구 가락동 126-2, 8층801호 (가락동,프라임아파트)",,서울특별시 송파구 가락동,126-2,0,801호,8.0,프라임아파트,84.4,31.68,563000000,563000000,766660000.0,2020-11-23,2020,11,23,매각,100,136.0,대항력있는임차인
서울중앙3계,2019-9942,2019,아파트,"서울특별시 서초구 방배동 460-1, 1층101호 (방배동,덕산럭스아파트)",,서울특별시 서초구 방배동,460-1,0,101호,1.0,덕산럭스아파트,142.26,58.25,1550000000,1240000000,1377700000.0,2020-11-17,2020,11,17,매각,80,89.0,
서울남부8계,2019-108852,2019,아파트,"서울특별시 강서구 화곡동 923-17, 6층 602호 (화곡동,효성아파트)",,서울특별시 강서구 화곡동,923-17,0,602호,6.0,효성아파트,51.18,19.99,168000000,107520000,131800000.0,2020-11-17,2020,11,17,매각,64,78.0,
서울동부3계,2019-5271,2019,아파트,"서울특별시 강동구 길동 414-4, 16층1608호 (길동,강동와이시티)",,서울특별시 강동구 길동,414-4,강동,1608호,16.0,길동와이시티,13.97,3.5981,126000000,64512000,102000010.0,2020-11-16,2020,11,16,매각,51,81.0,
서울북부9계,2019-9064,2019,아파트,서울특별시 노원구 월계동  496-2 송암아파트 4층402호,,서울특별시 노원구 월계동,496-2,0,402호,4.0,496-2송암아파트,58.23,27.35,280000000,224000000,242550000.0,2020-11-16,2020,11,16,매각,80,87.0,
서울북부9계,2020-452,2020,아파트,"서울특별시 동대문구 청량리동 235-11, 3동 4층403호 (청량리동,미주아파트)",,서울특별시 동대문구 청량리동,235-11,3동,403호,4.0,미주아파트,68.75,30.65,570000000,570000000,630000000.0,2020-11-16,2020,11,16,매각,100,111.0,토지및건물 지분매각
서울동부3계,2020-51294,2020,아파트,"서울특별시 송파구 가락동 79, 8층801호 (가락동,송파롯데캐슬파인힐)",,서울특별시 송파구 가락동,79,0,801호,8.0,송파롯데캐슬파인힐,180.667,24.616,1148000000,1148000000,1220000010.0,2020-11-16,2020,11,16,매각,100,106.0,
서울중앙2계,2019-107280,2019,아파트,"서울특별시 관악구 신림동 1735, 205동 7층 702호 (신림동,관악산휴먼시아)",,서울특별시 관악구 신림동,1735,205동,702호,7.0,관악산휴먼시아,84.97,47.6202,575000000,575000000,707778770.0,2020-11-12,2020,11,12,매각,100,123.0,
서울중앙2계,2019-109538,2019,아파트,"서울특별시 동작구 노량진동 325, 706동 20층 2005호 (노량진동,신동아리버파크)",,서울특별시 동작구 노량진동,325,706동,2005호,20.0,325노량진동아리버파크,59.67,23.55,655000000,655000000,837000000.0,2020-11-12,2020,11,12,매각,100,128.0,
서울남부11계,2019-109107,2019,아파트,"서울특별시 양천구 신월동 134-17, 8층804호 (신월동,태형아파트)",,서울특별시 양천구 신월동,134-17,0,804호,8.0,태형아파트,59.76,18.58,249000000,199200000,273400000.0,2020-11-11,2020,11,11,매각,80,110.0,"공유물분할경매,대항력있는임차인"
서울중앙1계,2019-6844,2019,아파트,"서울특별시 동작구 신대방동 711, 101동 11층1105호 (신대방동,보라매파크빌아파트)",,서울특별시 동작구 신대방동,711,101동,1105호,11.0,보라매파크빌아파트,84.59,42.87,893000000,893000000,1183110000.0,2020-11-10,2020,11,10,매각,100,132.0,
서울남부9계,2019-108821,2019,아파트,"서울특별시 구로구 개봉동 481, 117동 22층 2201호 (개봉동,현대아파트)",,서울특별시 구로구 개봉동,481,117동,2201호,22.0,현대아파트,114.99,41.78,762000000,762000000,861867000.0,2020-11-10,2020,11,10,매각,100,113.0,
서울동부2계,2019-54037,2019,아파트,"서울특별시 강동구 성내동 405-9, 801동 3층302호 (성내동,한솔애리즈아파트)",,서울특별시 강동구 성내동,405-9,801동,302호,3.0,한솔애리즈아파트,84.74,51.74,566000000,452800000,572000000.0,2020-11-09,2020,11,9,매각,80,101.0,유치권
서울동부2계,2019-56316,2019,아파트,"서울특별시 송파구 장지동 857, 1301동 3층303호 (장지동,송파파인타운13단지)",,서울특별시 송파구 장지동,857,1301동,303호,3.0,송파파인타운13단지,84.92,,1150000000,1150000000,1410000000.0,2020-11-09,2020,11,9,매각,100,123.0,
서울북부3계,2019-100332,2019,아파트,"서울특별시 동대문구 답십리동 10, 102동 2층 205호 (답십리동,동아아파트)",,서울특별시 동대문구 답십리동,10,102동,205호,2.0,10답십리동아아파트,101.94,37.06,562000000,562000000,732100000.0,2020-11-09,2020,11,9,매각,100,130.0,
서울북부3계,2020-636,2020,아파트,"서울특별시 중랑구 면목동 1512, 5층504호 (면목동,형진아파트)",,서울특별시 중랑구 면목동,1512,0,504호,5.0,형진아파트,84.18,27.73,430000000,430000000,452600000.0,2020-11-09,2020,11,9,매각,100,105.0,
서울북부3계,2020-101041,2020,아파트,"서울특별시 동대문구 휘경동 365, 106동 15층1501호 (휘경동,휘경동일하이빌)",,서울특별시 동대문구 휘경동,365,106동,1501호,15.0,365휘경동일하이빌,84.99700000000001,43.3586,602000000,602000000,787570000.0,2020-11-09,2020,11,9,매각,100,131.0,대항력있는임차인
서울북부4계,2020-101263,2020,아파트,"서울특별시 강북구 미아동 198-36, 10층1001호 (미아동,그린힐빌라트아파트)",,서울특별시 강북구 미아동,198-36,0,1001호,10.0,그린힐빌라트아파트,198.95,82.38,710000000,568000000,681830000.0,2020-11-09,2020,11,9,매각,80,96.0,
서울중앙21계,2020-255,2020,아파트,"서울특별시 동작구 상도동 283-68, 1층102호 (상도동,파크뷰아파트)",,서울특별시 동작구 상도동,283-68,0,102호,1.0,파크뷰아파트,79.44,38.77,300000000,240000000,285880000.0,2020-11-03,2020,11,3,매각,80,95.0,
서울동부4계,2019-4049,2019,아파트,"서울특별시 강동구 둔촌동 545, 15층1512호 (둔촌동,둔촌하이츠아파트)",,서울특별시 강동구 둔촌동,545,0,1512호,15.0,둔촌하이츠아파트,114.69,37.76,892000000,892000000,980010000.0,2020-11-02,2020,11,2,매각,100,110.0,
서울동부4계,2019-5301,2019,아파트,"서울특별시 송파구 거여동 291, 208동 4층401호 (거여동,효성아파트)",,서울특별시 송파구 거여동,291,208동,401호,4.0,효성아파트,101.95,47.86600000000001,950000000,950000000,1060100000.0,2020-11-02,2020,11,2,매각,100,112.0,
